vi_tri_xep_hang,nghe_si,ten_bai_hat,vi_tri_cao_nhat,vi_tri_tuan_truoc,so_tuan_tren_bang_xep_hang,luot_nghe,bai_hat_moi,thay_doi_thu_hang,nhom_luot_nghe,do_ben
87,Benson Boone,Slow It Down,27,87,33,11755020,False,0,Cao,Dài hạn
88,Anuv Jain,Jo Tum Mere Ho,69,83,8,11728205,False,-5,Cao,Trung hạn
89,Dasha,Austin (Boots Stop Workin'),20,86,35,11609312,False,-3,Cao,Dài hạn
90,Bruno Mars,When I Was Your Man,38,94,106,11588887,False,4,Cao,Dài hạn
91,The Weeknd,Die For You,12,98,143,11582397,False,7,Cao,Dài hạn
92,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,10,92,15,11507205,False,0,Cao,Dài hạn
93,Frank Ocean,Pink + White,67,114,77,11424109,False,21,Cao,Dài hạn
94,Junior H,Y LLORO,55,93,35,11414492,False,-1,Cao,Dài hạn
95,Don Toliver,NEW DROP,95,110,6,11400347,False,15,Cao,Trung hạn
96,Shakira,Soltera,40,77,6,11350504,False,-19,Cao,Trung hạn
97,Miley Cyrus,Flowers,1,102,95,11296449,False,5,Cao,Dài hạn
98,Kapo,UWAIE,19,90,12,11288470,False,-8,Cao,Trung hạn
99,"The Chainsmokers, Coldplay",Something Just Like This,2,120,232,11288116,False,21,Cao,Dài hạn
100,Mariah Carey,All I Want for Christmas Is You,1,-1,58,11279139,True,-101,Cao,Dài hạn
101,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,104,29,11222743,False,3,Trung bình,Dài hạn
102,Linkin Park,Heavy Is the Crown,15,118,7,11133581,False,16,Trung bình,Trung hạn
103,"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),12,96,19,11099205,False,-7,Trung bình,Dài hạn
104,Fuerza Regida,NEL,54,113,13,11060489,False,9,Trung bình,Dài hạn
105,Morgan Wallen,Love Somebody,31,69,3,11043718,False,-36,Trung bình,Ngắn hạn
106,"Cris Mj, FloyyMenor, LOUKI",Después De La 1,34,89,8,11017105,False,-17,Trung bình,Trung hạn
107,"Tito Double P, Grupo Frontera",AY MAMÁ,107,125,4,10969388,False,18,Trung bình,Ngắn hạn
108,"Duki, Myke Towers",Nueva Era,108,-1,1,10834706,True,-109,Trung bình,Ngắn hạn
109,"Luis R Conriquez, Neton Vega",Si No Quieres No,28,105,30,10726597,False,-4,Trung bình,Dài hạn
110,Harry Styles,As It Was,1,109,136,10704411,False,-1,Trung bình,Dài hạn
111,Noah Kahan,Stick Season,6,119,57,10688337,False,8,Trung bình,Dài hạn
112,Coldplay,Viva La Vida,31,66,115,10665491,False,-46,Trung bình,Dài hạn
113,One Direction,What Makes You Beautiful,60,181,5,10644250,False,68,Trung bình,Trung hạn
114,Radiohead,Creep,110,130,50,10631967,False,16,Trung bình,Dài hạn
115,Eminem,Without Me,31,123,163,10577842,False,8,Trung bình,Dài hạn
116,SZA,Snooze,27,121,89,10560463,False,5,Trung bình,Dài hạn
117,Jung Kook,Standing Next to You,1,116,52,10559661,False,-1,Trung bình,Dài hạn
118,Ed Sheeran,Perfect,4,141,371,10492815,False,23,Trung bình,Dài hạn
119,Hotel Ugly,Shut up My Moms Calling,78,126,96,10469331,False,7,Trung bình,Dài hạn
120,Ed Sheeran,Shape of You,1,139,339,10419942,False,19,Trung bình,Dài hạn
121,"Blessd, Ovy On The Drums",Mírame,38,112,19,10413120,False,-9,Trung bình,Dài hạn
122,Mark Ambor,Belong Together,19,133,32,10324699,False,11,Trung bình,Dài hạn
123,The Police,Every Breath You Take,77,134,152,10309429,False,11,Trung bình,Dài hạn
124,Journey,Don't Stop Believin' (2022 Remaster),89,127,36,10287780,False,3,Trung bình,Dài hạn
125,"Tyler, The Creator, Daniel Caesar, LaToiya Williams",Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),61,61,2,10208400,False,-64,Trung bình,Ngắn hạn
126,Travis Scott,goosebumps,13,129,265,10202326,False,3,Trung bình,Dài hạn
127,girl in red,we fell in love in october,51,115,23,10126342,False,-12,Trung bình,Dài hạn
128,Lewis Capaldi,Someone You Loved,4,132,304,10122837,False,4,Trung bình,Dài hạn
129,KATSEYE,Touch,78,111,10,10102755,False,-18,Trung bình,Trung hạn
130,Sabrina Carpenter,Nonsense,17,124,94,10098679,False,-6,Trung bình,Dài hạn
131,Michael Jackson,Billie Jean,131,159,7,10066664,False,28,Trung bình,Trung hạn
132,Eminem,Mockingbird,24,128,96,10030428,False,-4,Trung bình,Dài hạn
133,Keane,Somewhere Only We Know,80,165,104,10024394,False,32,Trung bình,Dài hạn
134,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,156,165,9998329,False,22,Trung bình,Dài hạn
135,"Billie Eilish, Khalid",lovely (with Khalid),24,143,342,9996159,False,8,Trung bình,Dài hạn
136,Wham!,Last Christmas - Single Version,2,-1,52,9923635,True,-137,Trung bình,Dài hạn
137,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,19,117,21,9914068,False,-20,Trung bình,Dài hạn
138,"Tyler, The Creator",Hey Jane,44,44,2,9899240,False,-94,Trung bình,Ngắn hạn
139,OneRepublic,Counting Stars,86,148,186,9876484,False,9,Trung bình,Dài hạn
140,"Tyler, The Creator",Judge Judy,58,58,2,9873439,False,-82,Trung bình,Ngắn hạn
141,Chappell Roan,Pink Pony Club,64,151,19,9854330,False,10,Trung bình,Dài hạn
142,Ruth B.,Dandelions,34,142,157,9823177,False,0,Trung bình,Dài hạn
143,Hozier,Take Me To Church,108,149,166,9760070,False,6,Trung bình,Dài hạn
144,"Tyler, The Creator, Doechii",Balloon (feat. Doechii),100,100,2,9593916,False,-44,Thấp,Ngắn hạn
145,Teddy Swims,The Door,115,140,11,9543300,False,-5,Thấp,Trung hạn
146,Travis Scott,HIGHEST IN THE ROOM,1,162,104,9479937,False,16,Thấp,Dài hạn
147,TV Girl,Lovers Rock,100,172,72,9441645,False,25,Thấp,Dài hạn
148,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),110,177,23,9410785,False,29,Thấp,Dài hạn
149,BABYMONSTER,DRIP,149,-1,1,9359733,True,-150,Thấp,Ngắn hạn
150,Junior H,PIÉNSALO,129,168,4,9329921,False,18,Thấp,Ngắn hạn
151,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,179,139,9282021,False,28,Thấp,Dài hạn
152,Tate McRae,greedy,1,152,60,9281989,False,0,Thấp,Dài hạn
153,Teddy Swims,Bad Dreams,153,-1,1,9276735,True,-154,Thấp,Ngắn hạn
154,Bruno Mars,Grenade,154,-1,1,9240867,True,-155,Thấp,Ngắn hạn
155,Creepy Nuts,オトノケ - Otonoke,140,163,4,9218786,False,8,Thấp,Ngắn hạn
156,Natasha Bedingfield,Unwritten,16,182,43,9217831,False,26,Thấp,Dài hạn
157,SZA,Nobody Gets Me,12,161,32,9203631,False,4,Thấp,Dài hạn
158,AC/DC,Highway to Hell,149,187,22,9168182,False,29,Thấp,Dài hạn
159,Alphaville,Forever Young,54,174,16,9162657,False,15,Thấp,Dài hạn
160,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,178,63,9137156,False,18,Thấp,Dài hạn
161,Sabrina Carpenter,Good Graces,11,144,11,9131315,False,-17,Thấp,Trung hạn
162,"Natanael Cano, Oscar Maydon",Madonna,18,-1,30,9127998,True,-163,Thấp,Dài hạn
163,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,164,309,9118879,False,1,Thấp,Dài hạn
164,Imagine Dragons,Believer,16,169,400,9115040,False,5,Thấp,Dài hạn
165,Ed Sheeran,Photograph,41,196,164,9068829,False,31,Thấp,Dài hạn
166,"W Sound, Blessd, Ovy On The Drums",Soltera - W Sound 01,147,147,2,9064081,False,-19,Thấp,Ngắn hạn
167,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,-1,68,9038855,True,-168,Thấp,Dài hạn
168,Julión Álvarez y su Norteño Banda,Rey Sin Reina,57,150,8,9019241,False,-18,Thấp,Trung hạn
169,Billie Eilish,LUNCH,1,166,25,8996362,False,-3,Thấp,Dài hạn
170,Adele,Easy On Me,1,180,102,8969827,False,10,Thấp,Dài hạn
171,Cigarettes After Sex,Cry,171,-1,1,8966145,True,-172,Thấp,Ngắn hạn
172,"Tyler, The Creator",I Killed You,62,62,2,8939298,False,-110,Thấp,Ngắn hạn
173,"Coolio, L.V.",Gangsta's Paradise,40,185,92,8934050,False,12,Thấp,Dài hạn
174,Miguel,Sure Thing,14,191,86,8932970,False,17,Thấp,Dài hạn
175,Steve Lacy,Dark Red,66,-1,124,8922865,True,-176,Thấp,Dài hạn
176,Linkin Park,Faint,76,173,10,8914745,False,-3,Thấp,Trung hạn
177,James Arthur,Say You Won't Let Go,7,-1,330,8890415,True,-178,Thấp,Dài hạn
178,d4vd,Romantic Homicide,17,192,105,8888949,False,14,Thấp,Dài hạn
179,"French Montana, Swae Lee",Unforgettable,3,183,114,8877789,False,4,Thấp,Dài hạn
180,"Drake, Wizkid, Kyla",One Dance,12,175,219,8856257,False,-5,Thấp,Dài hạn
181,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,176,29,8830338,False,-5,Thấp,Dài hạn
182,XXXTENTACION,Revenge,63,190,71,8820281,False,8,Thấp,Dài hạn
183,Richy Mitch & The Coal Miners,Evergreen,40,-1,39,8777924,True,-184,Thấp,Dài hạn
184,"Maluma, Carin Leon",Según Quién,17,160,49,8769497,False,-24,Thấp,Dài hạn
185,Gunna,one of wun,56,146,21,8749278,False,-39,Thấp,Dài hạn
186,"David Guetta, Bebe Rexha",I'm Good (Blue),2,189,114,8739013,False,3,Thấp,Dài hạn
187,Surf Curse,Freaks,55,-1,64,8700375,True,-188,Thấp,Dài hạn
188,Tears For Fears,Everybody Wants To Rule The World,91,-1,102,8698338,True,-189,Thấp,Dài hạn
189,Imagine Dragons,Demons,111,-1,101,8676859,True,-190,Thấp,Dài hạn
190,Cris Mj,SI NO ES CONTIGO,33,154,24,8646226,False,-36,Thấp,Dài hạn
191,Adele,Set Fire to the Rain,61,-1,79,8556546,True,-192,Thấp,Dài hạn
192,Gracie Abrams,"I miss you, I’m sorry",192,-1,1,8534847,True,-193,Thấp,Ngắn hạn
193,Fleetwood Mac,Dreams - 2004 Remaster,20,-1,83,8530114,True,-194,Thấp,Dài hạn
194,The Killers,Mr. Brightside,94,-1,148,8528912,True,-195,Thấp,Dài hạn
195,Lana Del Rey,Summertime Sadness,83,200,117,8502490,False,5,Thấp,Dài hạn
196,Arctic Monkeys,Why'd You Only Call Me When You're High?,95,-1,124,8495556,True,-197,Thấp,Dài hạn
197,"Hanumankind, Kalmi",Big Dawgs,7,167,15,8494162,False,-30,Thấp,Dài hạn
198,"Kendrick Lamar, SZA",All The Stars (with SZA),2,-1,74,8436355,True,-199,Thấp,Dài hạn
199,Adele,Skyfall,152,-1,10,8420283,True,-200,Thấp,Trung hạn
200,"The Chainsmokers, Halsey",Closer,2,-1,181,8418007,True,-201,Thấp,Dài hạn
1,"Lady Gaga, Bruno Mars",Die With A Smile,1,1,13,73477197,False,0,Rất cao,Dài hạn
2,"ROSÉ, Bruno Mars",APT.,1,2,4,65943960,False,0,Rất cao,Ngắn hạn
3,Billie Eilish,BIRDS OF A FEATHER,1,3,26,47864739,False,0,Rất cao,Dài hạn
4,Jimin,Who,1,4,17,42991877,False,0,Rất cao,Dài hạn
5,Gracie Abrams,That’s So True,5,7,4,42803359,False,2,Rất cao,Ngắn hạn
6,"Oscar Maydon, Fuerza Regida",Tu Boda,5,5,6,36506683,False,-1,Rất cao,Trung hạn
7,Gigi Perez,Sailor Song,7,8,13,32953798,False,1,Rất cao,Dài hạn
8,Sabrina Carpenter,Taste,3,6,12,32909746,False,-2,Rất cao,Trung hạn
9,Sabrina Carpenter,Espresso,1,9,31,30208859,False,0,Rất cao,Dài hạn
10,Billie Eilish,WILDFLOWER,10,12,26,28980233,False,2,Rất cao,Dài hạn
11,Chappell Roan,"Good Luck, Babe!",6,10,31,27438425,False,-1,Rất cao,Dài hạn
12,KAROL G,Si Antes Te Hubiera Conocido,5,14,21,25075659,False,2,Rất cao,Dài hạn
13,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),3,15,7,24768997,False,2,Rất cao,Trung hạn
14,Benson Boone,Beautiful Things,1,16,43,24097358,False,2,Rất cao,Dài hạn
15,Sabrina Carpenter,Please Please Please,1,17,23,22035591,False,2,Rất cao,Dài hạn
16,Gracie Abrams,"I Love You, I'm Sorry",16,24,15,20789740,False,8,Rất cao,Dài hạn
17,Teddy Swims,Lose Control,5,22,53,20510667,False,5,Rất cao,Dài hạn
18,Bruno Mars,That's What I Like,6,35,118,20048449,False,17,Rất cao,Dài hạn
19,The Neighbourhood,Sweater Weather,16,19,220,19952743,False,0,Rất cao,Dài hạn
20,Arctic Monkeys,I Wanna Be Yours,15,26,123,19501915,False,6,Rất cao,Dài hạn
21,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,21,-1,1,19407399,True,-22,Rất cao,Ngắn hạn
22,"Tyler, The Creator, Daniel Caesar",St. Chroma (feat. Daniel Caesar),10,11,3,19108960,False,-11,Rất cao,Ngắn hạn
23,Bruno Mars,Locked out of Heaven,23,27,127,19098304,False,4,Rất cao,Dài hạn
24,Lord Huron,The Night We Met,15,21,108,18885262,False,-3,Rất cao,Dài hạn
25,Coldplay,Yellow,19,32,204,18351707,False,7,Rất cao,Dài hạn
26,Tito Double P,EL LOKERON,21,28,11,18045807,False,2,Rất cao,Trung hạn
27,Shaboozey,A Bar Song (Tipsy),6,37,31,17868383,False,10,Rất cao,Dài hạn
28,LISA,Moonlit Floor (Kiss Me),13,18,6,17852771,False,-10,Rất cao,Trung hạn
29,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,29,90,17801235,False,0,Rất cao,Dài hạn
30,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,34,58,17786439,False,4,Rất cao,Dài hạn
31,"Tito Double P, Peso Pluma",DOS DÍAS,31,33,11,17782086,False,2,Rất cao,Trung hạn
32,Sabrina Carpenter,Bed Chem,9,30,12,17759455,False,-2,Rất cao,Trung hạn
33,Linkin Park,The Emptiness Machine,6,40,10,17489641,False,7,Rất cao,Trung hạn
34,Bruno Mars,Just the Way You Are,34,38,97,17193802,False,4,Rất cao,Dài hạn
35,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,13,44,7,17005833,False,9,Rất cao,Trung hạn
36,"The Weeknd, Anitta",São Paulo (feat. Anitta),13,13,2,16795161,False,-23,Rất cao,Ngắn hạn
37,Hozier,Too Sweet,2,39,34,16794902,False,2,Rất cao,Dài hạn
38,"Myke Towers, benny blanco",DEGENERE 👑 (feat. benny blanco),38,46,4,16427399,False,8,Rất cao,Ngắn hạn
39,JENNIE,Mantra,11,31,5,16154911,False,-8,Rất cao,Trung hạn
40,One Direction,Night Changes,8,23,107,16123904,False,-17,Rất cao,Dài hạn
41,Ariana Grande,we can't be friends (wait for your love),1,51,36,15699467,False,10,Rất cao,Dài hạn
42,Djo,End of Beginning,3,48,39,15558527,False,6,Rất cao,Dài hạn
43,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,43,61,15547486,False,0,Rất cao,Dài hạn
44,"Gabito Ballesteros, Natanael Cano, Luis R Conriquez, Neton Vega",Presidente,44,47,3,15490068,False,3,Rất cao,Ngắn hạn
45,The Goo Goo Dolls,Iris,40,59,63,15458028,False,14,Rất cao,Dài hạn
46,"MC Tuto, DJ Glenner",Barbie,39,41,3,15358047,False,-5,Rất cao,Ngắn hạn
47,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",20,20,3,15038213,False,-27,Cao,Ngắn hạn
48,Mariah Carey,All I Want for Christmas Is You,1,100,59,14796703,False,52,Cao,Dài hạn
49,Artemas,i like the way you kiss me,1,52,34,14631200,False,3,Cao,Dài hạn
50,The Kid LAROI,NIGHTS LIKE THIS,42,56,21,14587489,False,6,Cao,Dài hạn
51,Vance Joy,Riptide,30,54,196,14479014,False,3,Cao,Dài hạn
52,Fuerza Regida,NEL,52,104,14,14471257,False,52,Cao,Dài hạn
53,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),3,55,27,14469684,False,2,Cao,Dài hạn
54,Linkin Park,In the End,22,68,66,14457470,False,14,Cao,Dài hạn
55,"FloyyMenor, Cris Mj",Gata Only,3,57,40,14274818,False,2,Cao,Dài hạn
56,Mitski,My Love Mine All Mine,3,73,60,14083475,False,17,Cao,Dài hạn
57,Chappell Roan,HOT TO GO!,22,62,22,13963138,False,5,Cao,Dài hạn
58,Taylor Swift,Cruel Summer,2,58,93,13877373,False,0,Cao,Dài hạn
59,Wham!,Last Christmas - Single Version,2,136,53,13711333,False,77,Cao,Dài hạn
60,"Feid, ATL Jacob",LUNA,9,79,49,13574441,False,19,Cao,Dài hạn
61,Myles Smith,Stargazing,16,67,27,13469567,False,6,Cao,Dài hạn
62,Cigarettes After Sex,Apocalypse,62,77,122,13385982,False,15,Cao,Dài hạn
63,Ndotz,Embrace It,28,63,9,13324894,False,0,Cao,Trung hạn
64,Billie Eilish,CHIHIRO,5,86,26,13291615,False,22,Cao,Dài hạn
65,V,Love Me Again,11,85,66,13211991,False,20,Cao,Dài hạn
66,Tom Odell,Another Love,15,72,188,13208735,False,6,Cao,Dài hạn
67,"Tito Double P, Chino Pacas",ESCAPATE,39,53,10,13103317,False,-14,Cao,Trung hạn
68,"Tyler, The Creator, Teezo Touchdown","Darling, I (feat. Teezo Touchdown)",22,25,3,13082611,False,-43,Cao,Ngắn hạn
69,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),42,42,3,13030980,False,-27,Cao,Ngắn hạn
70,"Peso Pluma, Neton Vega",LA PATRULLA,33,50,21,12828108,False,-20,Cao,Dài hạn
71,SZA,Kill Bill,1,61,101,12758880,False,-10,Cao,Dài hạn
72,Arctic Monkeys,505,43,80,149,12711585,False,8,Cao,Dài hạn
73,Addison Rae,Diet Pepsi,32,60,11,12709606,False,-13,Cao,Trung hạn
74,"The Weeknd, Daft Punk",Starboy,1,74,215,12659380,False,0,Cao,Dài hạn
75,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,65,70,12617756,False,-10,Cao,Dài hạn
76,Tommy Richman,MILLION DOLLAR BABY,1,75,29,12529119,False,-1,Cao,Dài hạn
77,"Charli xcx, Billie Eilish",Guess featuring billie eilish,5,82,15,12410361,False,5,Cao,Dài hạn
78,Sabrina Carpenter,Juno,23,81,12,12234495,False,3,Cao,Trung hạn
79,Linkin Park,Numb,24,76,37,12034364,False,-3,Cao,Dài hạn
80,Frank Ocean,Pink + White,67,93,78,12011921,False,13,Cao,Dài hạn
81,FloyyMenor,PELIGROSA,26,66,14,11987066,False,-15,Cao,Dài hạn
82,Kendrick Lamar,Not Like Us,2,84,28,11940083,False,2,Cao,Dài hạn
83,Dasha,Austin (Boots Stop Workin'),20,89,36,11878139,False,6,Cao,Dài hạn
84,aespa,Whiplash,53,69,4,11740620,False,-15,Cao,Ngắn hạn
85,Linkin Park,Heavy Is the Crown,15,102,8,11737727,False,17,Cao,Trung hạn
86,Bruno Mars,When I Was Your Man,38,90,107,11690581,False,4,Cao,Dài hạn
87,Anuv Jain,Jo Tum Mere Ho,69,88,9,11666215,False,1,Cao,Trung hạn
88,Miley Cyrus,Flowers,1,97,96,11657360,False,9,Cao,Dài hạn
89,"The Chainsmokers, Coldplay",Something Just Like This,2,99,233,11642253,False,10,Cao,Dài hạn
90,Noah Kahan,Stick Season,6,111,58,11553247,False,21,Cao,Dài hạn
91,"Tyler, The Creator",Rah Tah Tah,20,36,3,11542759,False,-55,Cao,Ngắn hạn
92,Shakira,Soltera,40,96,7,11532549,False,4,Cao,Trung hạn
93,The Weeknd,Blinding Lights,1,70,259,11500866,False,-23,Cao,Dài hạn
94,Teddy Swims,Bad Dreams,94,153,2,11397382,False,59,Cao,Ngắn hạn
95,Benson Boone,Slow It Down,27,87,34,11375064,False,-8,Cao,Dài hạn
96,Ed Sheeran,Shape of You,1,120,340,11327815,False,24,Cao,Dài hạn
97,The Weeknd,Die For You,12,91,144,11291320,False,-6,Cao,Dài hạn
98,Kapo,UWAIE,19,98,13,11272932,False,0,Cao,Dài hạn
99,"Cris Mj, FloyyMenor, LOUKI",Después De La 1,34,106,9,11233990,False,7,Trung bình,Trung hạn
100,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,10,92,16,11231167,False,-8,Trung bình,Dài hạn
101,Jin,I'll Be There,27,71,3,11198722,False,-30,Trung bình,Ngắn hạn
102,Lady Gaga,Disease,31,49,3,11116815,False,-53,Trung bình,Ngắn hạn
103,Eminem,Without Me,31,115,164,11039977,False,12,Trung bình,Dài hạn
104,Don Toliver,NEW DROP,95,95,7,11035867,False,-9,Trung bình,Trung hạn
105,Morgan Wallen,Love Somebody,31,105,4,10967715,False,0,Trung bình,Ngắn hạn
106,Harry Styles,As It Was,1,110,137,10955377,False,4,Trung bình,Dài hạn
107,"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),12,103,20,10954733,False,-4,Trung bình,Dài hạn
108,One Direction,Story of My Life,17,78,6,10915771,False,-30,Trung bình,Trung hạn
109,Ed Sheeran,Perfect,4,118,372,10880754,False,9,Trung bình,Dài hạn
110,Radiohead,Creep,110,114,51,10768775,False,4,Trung bình,Dài hạn
111,Coldplay,Viva La Vida,31,112,116,10702998,False,1,Trung bình,Dài hạn
112,"Billie Eilish, Khalid",lovely (with Khalid),24,135,343,10700182,False,23,Trung bình,Dài hạn
113,Chappell Roan,Pink Pony Club,64,141,20,10674283,False,28,Trung bình,Dài hạn
114,Hozier,Take Me To Church,108,143,167,10612754,False,29,Trung bình,Dài hạn
115,Lewis Capaldi,Someone You Loved,4,128,305,10608323,False,13,Trung bình,Dài hạn
116,"Duki, Myke Towers",Nueva Era,108,108,2,10520503,False,-8,Trung bình,Ngắn hạn
117,The Police,Every Breath You Take,77,123,153,10498105,False,6,Trung bình,Dài hạn
118,"Ryan Castro, Peso Pluma, SOG",QUEMA,118,-1,10,10468655,True,-119,Trung bình,Trung hạn
119,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,14,101,30,10419736,False,-18,Trung bình,Dài hạn
120,OneRepublic,Counting Stars,86,139,187,10411917,False,19,Trung bình,Dài hạn
121,"Tito Double P, Grupo Frontera",AY MAMÁ,107,107,5,10360450,False,-14,Trung bình,Trung hạn
122,Teddy Swims,The Door,115,145,12,10321085,False,23,Trung bình,Trung hạn
123,Keane,Somewhere Only We Know,80,133,105,10282948,False,10,Trung bình,Dài hạn
124,Travis Scott,goosebumps,13,126,266,10261988,False,2,Trung bình,Dài hạn
125,James Arthur,Say You Won't Let Go,7,177,331,10222683,False,52,Trung bình,Dài hạn
126,Eminem,Mockingbird,24,132,97,10222438,False,6,Trung bình,Dài hạn
127,BABYMONSTER,DRIP,127,149,2,10201566,False,22,Trung bình,Ngắn hạn
128,SZA,Snooze,27,116,90,10191908,False,-12,Trung bình,Dài hạn
129,Hotel Ugly,Shut up My Moms Calling,78,119,97,10151941,False,-10,Trung bình,Dài hạn
130,Sabrina Carpenter,Nonsense,17,130,95,10136915,False,0,Trung bình,Dài hạn
131,The Walters,I Love You So,21,83,131,10134553,False,-48,Trung bình,Dài hạn
132,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,163,310,10097129,False,31,Trung bình,Dài hạn
133,Mark Ambor,Belong Together,19,122,33,10065049,False,-11,Trung bình,Dài hạn
134,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,134,166,9974767,False,0,Trung bình,Dài hạn
135,Tate McRae,greedy,1,152,61,9953641,False,17,Trung bình,Dài hạn
136,Imagine Dragons,Believer,16,164,401,9860370,False,28,Trung bình,Dài hạn
137,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,19,137,22,9763399,False,0,Trung bình,Dài hạn
138,Creepy Nuts,オトノケ - Otonoke,138,155,5,9732230,False,17,Trung bình,Trung hạn
139,One Direction,What Makes You Beautiful,60,113,6,9717229,False,-26,Trung bình,Trung hạn
140,Arctic Monkeys,No. 1 Party Anthem,140,-1,1,9685715,True,-141,Trung bình,Ngắn hạn
141,TV Girl,Lovers Rock,100,147,73,9655468,False,6,Thấp,Dài hạn
142,Cigarettes After Sex,Cry,142,171,2,9648438,False,29,Thấp,Ngắn hạn
143,Bruno Mars,Grenade,143,154,2,9634353,False,11,Thấp,Ngắn hạn
144,Ed Sheeran,Photograph,41,165,165,9608066,False,21,Thấp,Dài hạn
145,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,160,64,9602691,False,15,Thấp,Dài hạn
146,Journey,Don't Stop Believin' (2022 Remaster),89,124,37,9601783,False,-22,Thấp,Dài hạn
147,Travis Scott,HIGHEST IN THE ROOM,1,146,105,9566711,False,-1,Thấp,Dài hạn
148,Brenda Lee,Rockin' Around The Christmas Tree,3,-1,45,9561847,True,-149,Thấp,Dài hạn
149,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,151,140,9551928,False,2,Thấp,Dài hạn
150,Steve Lacy,Dark Red,66,175,125,9517514,False,25,Thấp,Dài hạn
151,Gorillaz,Feel Good Inc.,151,-1,3,9471478,True,-152,Thấp,Ngắn hạn
152,KATSEYE,Touch,78,129,11,9459353,False,-23,Thấp,Trung hạn
153,The Marías,No One Noticed,153,-1,1,9441505,True,-154,Thấp,Ngắn hạn
154,"Drake, Wizkid, Kyla",One Dance,12,180,220,9434747,False,26,Thấp,Dài hạn
155,"Natanael Cano, Oscar Maydon",Madonna,18,162,31,9404631,False,7,Thấp,Dài hạn
156,Ruth B.,Dandelions,34,142,158,9397277,False,-14,Thấp,Dài hạn
157,"Coolio, L.V.",Gangsta's Paradise,40,173,93,9364172,False,16,Thấp,Dài hạn
158,Alphaville,Forever Young,54,159,17,9348208,False,1,Thấp,Dài hạn
159,Billie Eilish,LUNCH,1,169,26,9318716,False,10,Thấp,Dài hạn
160,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,167,69,9316455,False,7,Thấp,Dài hạn
161,Michael Jackson,Billie Jean,131,131,8,9315060,False,-30,Thấp,Trung hạn
162,Julión Álvarez y su Norteño Banda,Rey Sin Reina,57,168,9,9273306,False,6,Thấp,Trung hạn
163,Adele,Easy On Me,1,170,103,9232687,False,7,Thấp,Dài hạn
164,d4vd,Romantic Homicide,17,178,106,9173557,False,14,Thấp,Dài hạn
165,"Tyler, The Creator",Noid,9,45,4,9155088,False,-120,Thấp,Ngắn hạn
166,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),1,181,30,9075575,False,15,Thấp,Dài hạn
167,"Kendrick Lamar, SZA",All The Stars (with SZA),2,198,75,9059903,False,31,Thấp,Dài hạn
168,"Tyler, The Creator, ScHoolboy Q, Santigold",Thought I Was Dead (feat. ScHoolboy Q & Santigold),45,64,3,9047484,False,-104,Thấp,Ngắn hạn
169,Natasha Bedingfield,Unwritten,16,156,44,9038799,False,-13,Thấp,Dài hạn
170,Gracie Abrams,Close To You,60,-1,6,8985718,True,-171,Thấp,Trung hạn
171,"The Chainsmokers, Halsey",Closer,2,200,182,8953466,False,29,Thấp,Dài hạn
